nerd01,nerd02,nerd03,nerd04,nerd05,nerd06,nerd07,nerd08,nerd09,nerd10,nerd11,nerd12,nerd13,nerd14,nerd15,nerd16,nerd17,nerd18,nerd19,nerd20,nerd21,nerd22,nerd23,nerd24,nerd25,nerd26,country,introelapse,testelapse,surveyelapse,pers.ext.1,pers.agr.1,pers.con.1,pers.neu.1,pers.ope.1,pers.ext.2,pers.agr.2,pers.con.2,pers.neu.2,pers.ope.2,vocab1,vocab2,vocab3,vocab4,vocab5,vocab6,vocab7,vocab8,vocab9,vocab10,vocab11,vocab12,vocab13,vocab14,vocab15,vocab16,education,urban,gender,engnat,age,screenw,screenh,hand,religion,orientation,voted,married,familysize,major,race_arab,race_asian,race_black,race_white,race_hispanic,race_nativeam,race_nativeau,race_other,nerdy,ASD
2,3,4,3,3,3,2,1,2,2,2,4,2,3,3,2,2,4,1,3,1,1,1,2,2,3,US,1,115,140,5,6,6,5,4,5,7,1,4,2,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,3,2,1,23,1280,1024,1,7,1,2,1,1,,0,0,1,1,0,0,0,0,5,2
4,4,5,5,1,1,2,1,1,2,4,3,2,1,1,1,2,5,4,2,1,4,2,1,3,1,US,16,218,119,5,5,1,5,1,1,1,7,2,7,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1366,768,2,11,3,2,1,1,Computer Science,0,1,1,0,0,0,0,0,5,2
5,4,5,5,2,1,4,5,4,3,5,5,5,4,4,4,5,4,5,4,5,1,4,4,1,2,US,2,110,143,1,7,6,1,6,7,2,7,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,2,1,16,320,568,1,2,2,2,1,2,,0,0,0,1,0,0,0,0,6,2
5,5,5,5,5,4,1,5,5,5,5,3,4,1,5,2,5,4,2,3,1,3,5,5,1,5,CA,14,89,126,6,5,6,5,7,4,5,1,6,2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,3,2,1,1,24,1280,800,1,6,1,1,1,4,psychology,0,0,0,1,0,0,0,0,6,2
3,1,4,2,4,4,2,2,4,5,1,2,5,4,1,2,4,5,1,3,4,1,5,4,2,4,US,6,115,116,4,2,6,2,5,6,5,5,6,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,1,1,56,1366,768,1,6,1,2,2,2,religion,0,0,0,1,0,0,0,0,4,2
3,5,4,3,4,3,5,4,3,3,4,5,3,5,3,4,4,5,5,3,3,1,2,4,4,3,US,2,90,130,3,2,4,1,6,7,3,2,7,4,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3,2,1,1,33,1920,1200,1,2,1,2,2,3,business,0,0,0,1,0,0,0,0,5,2
4,4,4,4,4,4,4,2,4,4,4,2,3,3,3,4,3,5,4,3,3,5,3,5,2,5,US,59,105,279,5,3,4,5,5,5,5,5,5,3,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,2,1,1,24,1280,800,1,1,3,1,1,2,English,0,0,0,1,0,0,0,0,5,2
3,4,5,2,5,2,5,3,4,5,1,5,5,3,1,5,5,4,5,5,4,1,5,5,1,5,GB,195,92,87,1,2,6,7,5,7,7,1,3,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,2,2,2,1,20,1280,800,1,1,1,1,1,2,Fine Art,0,0,0,1,0,0,0,0,3,2
4,5,4,3,4,2,5,5,4,2,1,4,3,2,5,5,3,5,2,5,4,1,5,5,1,5,BA,373,82,126,7,6,6,5,7,2,6,7,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,3,2,2,16,1280,800,1,1,5,2,1,1,,0,0,0,1,0,0,0,0,6,2
5,4,5,5,5,5,5,5,5,5,1,5,5,4,2,4,5,4,4,5,3,5,4,5,3,5,US,1,70,137,2,5,6,6,3,7,3,3,5,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,3,2,1,23,1440,900,1,1,4,2,1,4,,0,0,0,1,0,0,0,0,5,1
1,2,1,2,1,5,1,2,2,4,1,1,5,4,1,1,4,5,2,4,4,1,5,3,1,1,US,23,355,204,2,2,5,3,5,6,6,1,6,5,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,20,1360,768,1,7,1,2,1,1,psychology,0,0,0,1,0,0,0,0,5,2
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,US,370,55,95,1,5,4,7,1,7,5,1,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,3,1,16,1366,768,1,12,4,2,1,3,,0,0,0,1,0,0,0,0,7,2
4,5,5,5,2,3,3,5,3,5,1,5,2,4,3,5,5,5,1,5,5,1,1,5,3,5,US,21,69,120,3,7,6,4,4,5,3,1,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,14,1366,768,1,6,1,2,1,2,,0,0,0,1,0,0,0,0,4,2
5,5,5,5,4,5,5,5,5,4,3,5,5,5,5,3,4,4,5,5,1,5,5,4,4,5,US,410,65,105,3,5,3,5,6,5,4,6,5,6,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,3,2,1,15,1366,768,1,4,1,2,1,2,,0,0,0,1,0,0,0,1,6,2
3,2,5,2,3,4,4,3,3,3,4,2,2,2,2,5,5,5,5,4,1,2,2,3,1,2,US,5,90,189,1,5,5,5,5,6,5,4,5,4,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,3,2,1,20,360,640,1,4,5,2,1,3,Nursing,0,0,0,0,1,0,0,0,5,2
3,4,4,3,3,2,2,4,2,4,5,2,3,3,3,5,5,5,5,3,5,1,3,3,4,3,US,13,105,193,1,5,6,1,4,6,1,2,5,3,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,20,375,667,1,1,4,2,1,2,Currently business,0,0,0,1,0,0,0,0,4,2
4,4,4,2,3,1,3,3,2,5,3,2,3,2,4,1,4,2,1,2,4,2,3,2,1,4,US,3,90,105,5,2,2,5,7,5,7,3,3,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,1280,800,2,1,1,2,1,2,,0,0,0,1,0,0,0,0,3,2
5,5,5,5,5,3,5,4,5,5,5,5,4,4,5,4,3,5,5,4,3,2,4,5,5,5,US,2,77,106,3,5,5,6,6,7,7,3,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,3,1,19,403,716,1,12,5,2,1,3,,0,0,0,1,0,0,0,0,6,2
4,4,4,5,2,2,2,4,4,4,5,2,3,3,1,5,4,3,5,2,3,2,3,4,3,3,AU,2,68,95,3,5,4,6,5,4,5,5,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,18,1280,800,3,1,5,2,1,3,,0,0,0,1,0,0,0,0,4,2
4,3,4,2,3,5,1,2,3,3,1,1,1,1,1,1,3,4,1,3,5,2,3,4,3,4,NZ,6,58,85,2,2,6,6,5,6,6,2,4,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,2,1,19,1440,900,1,2,1,1,1,2,,0,1,0,0,0,0,0,0,6,2
4,5,4,4,4,2,4,4,2,4,4,4,4,1,5,2,3,1,2,3,1,1,5,4,1,3,NO,106,136,301,5,2,6,5,5,6,6,1,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,19,1280,800,1,2,1,1,1,2,,0,0,0,1,0,0,0,0,6,2
3,5,5,3,3,4,3,5,4,5,4,4,5,5,4,5,5,4,3,4,4,3,3,4,3,4,US,3160,142,176,2,5,5,6,6,6,6,2,6,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,1,2,1,27,1440,900,1,1,2,2,1,3,Electronic Media / Film,0,0,0,1,0,0,0,0,6,2
3,5,4,2,3,4,4,2,4,4,4,4,3,5,4,3,3,4,5,3,2,2,3,4,3,4,AU,3,69,184,6,1,6,1,6,5,7,6,6,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,1,1,33,1280,800,1,1,1,1,2,2,medicine,0,1,0,1,0,0,0,0,6,2
4,5,5,5,5,4,5,5,4,5,1,5,5,5,5,1,4,2,1,5,5,5,2,5,4,5,PH,6,93,112,1,4,3,6,7,5,3,2,7,2,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,3,2,2,19,360,640,1,1,1,2,1,5,Finance,0,1,0,1,1,0,0,0,6,2
5,4,5,5,5,2,5,1,5,5,5,5,1,4,1,3,4,5,5,5,5,2,1,5,5,5,US,2,76,85,3,5,6,7,7,5,7,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,21,1366,768,1,2,1,2,1,1,Biology ,1,0,0,1,0,0,0,0,7,2
5,5,5,5,5,5,5,5,5,5,2,4,5,4,5,5,5,5,5,5,5,1,5,5,1,5,US,8,96,171,2,1,6,7,6,6,7,7,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,2,2,3,1,19,375,667,1,4,5,2,1,3,Theatre,0,0,0,1,0,0,0,0,7,1
4,3,5,5,5,5,4,4,5,5,4,4,5,4,5,4,5,1,4,4,5,2,5,5,4,5,US,2,69,134,5,3,6,3,5,5,7,6,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,34,1600,900,1,7,1,2,3,3,,0,0,0,1,0,0,0,0,6,2
2,4,1,1,5,5,1,4,5,5,1,1,2,1,1,1,1,5,1,5,1,5,5,5,1,5,IE,6221,49,87,5,7,7,5,5,6,2,1,7,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,24,1440,900,1,4,1,2,1,1,English,0,0,0,1,0,0,0,0,2,2
4,2,4,3,2,4,1,4,2,3,1,1,5,4,3,5,5,2,2,5,5,4,4,3,1,3,DK,31,106,114,4,4,7,3,5,6,7,1,6,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,2,2,2,22,1280,800,1,2,1,1,1,2,econoics,0,0,0,1,0,0,0,0,6,2
4,1,5,5,5,5,5,2,5,5,1,5,5,5,1,4,5,5,1,4,4,5,5,5,3,5,IL,6,91,195,5,1,5,3,5,2,6,6,5,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,2,2,1,55,360,640,1,9,1,1,2,3,,0,0,0,1,0,0,0,0,7,2
4,5,4,3,4,3,4,5,4,3,5,4,4,3,5,4,5,3,5,3,4,3,5,4,4,4,NO,83,111,152,5,5,3,5,6,2,3,6,3,3,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,2,2,13,768,1024,2,12,2,2,1,1,,0,0,0,0,0,0,0,1,3,2
3,4,2,5,4,2,4,1,3,5,4,2,1,1,1,2,2,1,3,2,2,1,4,5,3,4,US,6,86,168,7,6,5,4,6,4,7,3,5,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,3,1,1,27,375,667,1,2,2,1,1,2,Psychology,0,0,0,1,0,0,0,0,5,2
5,3,3,5,4,4,4,4,4,4,2,3,4,2,3,4,4,4,3,3,1,2,4,4,2,3,US,3,85,129,3,2,5,4,6,6,7,6,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1600,900,1,1,2,2,1,0,psychology,0,0,1,0,0,0,0,0,5,2
5,5,5,1,1,5,2,5,3,5,1,3,5,3,5,5,5,1,1,5,5,1,5,5,1,3,US,90,102,200,2,3,5,3,2,7,6,4,5,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,1,2,1,32,1600,900,1,12,1,2,1,5,Business Administration,0,0,0,1,0,0,0,0,6,2
5,5,5,5,4,4,5,5,5,5,3,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,BR,515,79,158,5,7,6,6,7,7,5,4,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,2,27,1280,1024,1,4,3,1,1,4,Computer Science,0,0,0,1,0,0,0,0,7,2
5,2,4,5,3,3,2,4,3,3,4,2,1,4,2,4,2,2,1,4,1,1,2,4,3,5,US,11384,97,85,7,5,5,5,7,5,5,3,3,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,2,1,23,1600,900,2,4,1,2,1,2,Public Relations,0,0,0,1,0,0,0,0,6,2
5,5,5,5,5,4,5,3,4,3,3,5,3,3,4,5,5,2,5,3,5,3,2,5,4,5,FI,240,88,139,3,5,7,3,6,6,7,3,7,4,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,3,2,2,2,26,1366,768,2,1,4,1,1,2,Journalism,0,0,0,1,0,0,0,0,7,2
3,3,1,1,3,4,4,5,5,2,4,4,3,3,4,1,1,5,3,3,2,2,5,3,2,2,US,35,111,276,6,5,7,2,7,3,5,5,3,4,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,2,2,1,16,375,667,1,7,1,2,1,2,psychiatry ,0,0,0,0,1,0,0,0,6,2
4,5,2,4,2,2,5,5,2,2,2,3,2,2,5,3,3,2,2,2,5,2,2,4,1,4,US,5,99,129,7,5,2,5,6,2,6,6,3,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,1,2,1,20,1366,768,1,12,5,2,1,3,,0,0,0,1,0,0,0,0,3,2
5,4,5,5,4,4,3,5,4,5,3,5,5,5,4,5,5,4,4,5,4,2,4,4,3,4,FI,1007,98,104,2,6,6,6,6,6,3,3,3,3,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,2,2,2,2,17,1366,768,1,2,2,2,1,2,,0,0,0,1,0,0,0,0,6,2
5,5,4,4,3,4,4,5,5,3,5,4,5,3,3,5,5,3,5,3,1,1,3,5,4,4,NO,2,83,102,2,6,6,6,5,6,5,6,2,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,2,2,2,17,1600,900,1,12,2,2,1,1,,0,0,0,1,0,0,0,0,6,2
5,2,5,5,4,5,5,5,3,5,4,5,5,5,3,5,5,5,5,3,1,5,5,5,1,5,US,14,61,86,1,4,2,5,6,7,5,5,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,17,1600,900,1,2,4,2,1,2,,0,1,0,0,0,0,0,0,6,2
4,5,5,2,4,4,5,5,4,4,1,5,4,3,2,3,5,5,1,5,1,2,5,5,2,5,DE,303,57,99,3,5,6,5,6,7,5,4,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,20,1366,768,1,4,4,2,1,2,,0,0,0,1,0,0,0,0,7,2
4,1,4,5,4,4,4,5,3,4,1,2,4,3,1,5,4,3,1,4,5,3,3,4,1,5,CZ,4,316,268,2,6,6,6,4,4,2,5,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,2,2,3,2,18,320,534,1,12,3,2,1,3,Art history,0,0,0,1,0,0,0,1,4,2
4,5,4,3,2,4,4,5,4,4,2,4,5,4,5,5,4,5,2,4,4,2,5,4,2,4,GB,3,114,208,2,5,4,5,6,6,5,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,3,2,1,13,320,568,1,2,2,2,1,2,,0,0,0,1,0,0,0,0,6,2
4,5,3,2,2,5,5,5,5,2,4,5,4,3,3,3,2,4,3,3,5,2,5,5,4,4,GB,300,117,205,6,5,5,4,7,3,5,3,4,2,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,2,2,1,17,320,568,1,1,1,2,1,2,It will be engineering,0,0,0,1,0,0,0,0,6,2
3,3,2,1,1,1,2,1,1,1,1,1,2,2,3,2,5,1,4,3,1,1,1,1,1,2,US,9,64,139,4,4,5,2,5,5,4,3,7,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,15,360,640,1,4,1,2,1,3,,0,0,0,0,1,0,0,0,3,2
5,5,5,5,5,4,5,3,5,4,1,3,5,2,3,4,3,1,5,5,1,5,5,5,5,5,US,8,115,179,1,5,6,5,7,7,7,1,2,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,3,2,16,320,568,0,12,4,2,1,1,,0,0,0,0,1,0,0,0,6,2
4,5,5,4,1,3,4,5,4,4,4,3,4,3,5,4,5,4,5,3,5,1,3,2,3,3,US,5,69,105,2,5,5,7,6,6,7,6,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,2,18,1680,1050,1,12,4,2,1,1,,0,0,0,1,0,0,0,0,6,2
3,5,4,1,1,5,1,5,2,4,5,4,5,2,1,5,5,5,5,4,5,1,2,2,1,4,US,1,123,117,2,1,6,5,6,7,7,5,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,1,17,1600,900,1,7,4,2,1,3,,0,0,0,1,0,0,0,0,4,2
3,4,4,1,2,4,1,5,3,5,1,4,4,4,1,1,2,5,4,5,2,1,2,2,1,3,US,2,111,182,3,4,7,3,4,5,2,1,7,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,20,360,640,2,6,1,2,1,3,Managerial Economics,0,0,0,1,0,0,0,0,4,2
4,5,4,3,3,3,5,4,4,4,5,5,5,5,1,4,5,4,4,4,5,2,4,5,4,5,US,76,181,145,1,6,7,4,3,7,6,4,4,2,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,1,2,1,37,1920,1080,1,2,1,2,2,1,Design,0,0,0,1,0,0,0,0,7,2
2,5,4,4,4,3,5,4,4,3,5,3,2,4,4,2,3,3,5,4,3,5,4,5,5,5,US,2,140,184,5,6,4,6,7,5,4,3,5,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,29,1280,800,1,12,1,1,1,3,,0,0,0,1,0,0,0,1,5,2
3,4,3,4,3,4,3,4,4,4,4,5,4,2,4,4,4,4,3,5,4,3,5,4,3,3,MO,253,112,88,4,4,4,5,6,6,5,5,4,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,2,1,16,768,1024,1,1,5,2,1,3,,0,1,0,0,0,0,0,0,5,2
5,4,5,5,5,4,5,5,5,4,2,3,5,5,3,2,5,1,2,3,3,5,5,5,4,5,PH,26,121,132,5,6,3,4,7,5,7,5,3,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,1,1,2,20,1366,768,1,4,2,2,1,3,Architecture,0,1,0,0,0,0,0,0,7,2
4,4,2,5,5,4,4,5,3,3,5,4,4,4,5,2,4,2,5,3,4,2,2,5,2,4,SE,14,98,149,6,5,4,2,7,5,6,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,28,1680,1050,1,2,1,2,1,2,English and psychology,0,0,0,1,0,0,0,0,7,2
5,5,4,4,5,5,5,4,4,5,4,5,5,5,1,5,4,1,5,3,1,4,5,5,5,5,PH,16,2051,134,2,5,5,5,6,4,4,6,5,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,2,18,1366,768,1,1,1,2,1,2,,0,1,0,0,0,0,0,0,6,2
4,4,5,3,3,4,4,5,3,4,1,5,4,3,5,4,4,2,1,5,5,2,5,4,2,5,AU,12,68,168,2,6,4,6,6,6,5,7,3,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,2,1,23,375,667,1,1,2,1,1,1,English and geography,0,0,0,1,0,0,0,0,6,2
3,3,5,1,5,3,3,1,5,5,3,2,5,4,1,1,5,2,3,3,2,5,5,5,2,5,KE,149,104,186,5,2,7,1,7,5,6,5,4,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,22,1600,900,1,4,1,2,1,2,psychology,0,0,0,0,0,0,0,1,6,2
2,5,3,2,5,4,5,4,5,5,2,5,2,5,1,1,2,5,5,2,3,1,5,5,4,5,US,7,91,162,5,7,6,2,7,7,3,2,6,3,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,1,1,16,1920,1080,3,2,1,2,1,2,,0,0,1,1,0,0,0,0,4,2
5,5,5,5,3,5,2,4,5,3,5,4,5,5,5,5,5,1,2,5,5,3,5,5,1,5,US,706,80,177,2,3,4,6,5,6,5,1,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,1,2,1,25,357,595,3,4,1,2,1,3,CNC Machinist,0,0,0,1,0,0,0,0,7,2
5,2,5,5,5,5,5,1,5,5,4,2,1,1,1,1,1,5,1,5,5,4,4,4,4,1,IN,2,73,115,7,7,5,7,6,3,1,1,2,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,25,1366,768,2,8,1,1,1,2,Politics,0,1,0,0,0,0,0,0,6,2
5,4,4,5,3,3,4,5,3,4,1,4,5,3,5,5,4,4,1,5,5,3,3,5,3,2,AL,50,58,73,4,1,5,6,5,7,7,3,3,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,2,2,15,1280,1024,1,10,1,2,1,3,,0,0,0,0,0,0,0,1,5,0
5,5,4,5,4,3,5,4,4,4,1,5,4,3,1,4,5,5,5,4,5,3,5,5,5,4,GB,5,80,129,2,6,6,5,3,7,5,5,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,47,1366,768,1,2,3,1,3,2,Computing Systems,0,0,0,1,0,0,0,0,6,2
2,5,5,4,3,2,5,5,5,4,5,5,2,5,2,2,5,4,5,5,2,1,5,5,5,5,NL,697,81,80,3,2,6,2,6,5,3,2,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,18,1920,1080,1,12,5,2,1,2,,0,0,0,1,0,0,0,0,7,2
4,4,4,5,2,3,0,0,4,1,2,4,2,4,4,1,2,2,4,1,5,2,4,4,4,4,US,3,96,132,7,1,4,4,6,2,5,5,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,1,1,41,1280,800,1,4,1,2,2,2,english,0,0,0,0,0,0,0,1,5,2
3,1,4,1,5,5,5,1,4,4,1,1,1,4,1,1,3,5,5,5,1,2,1,5,5,5,US,15,421,158,6,7,7,4,6,4,5,1,4,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,16,1366,768,1,6,1,2,1,2,Physics,0,0,0,1,0,0,0,0,5,2
5,5,4,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,4,4,3,5,5,4,5,RS,2481,133,206,1,5,6,2,7,7,2,2,7,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,3,2,2,20,320,534,1,7,4,2,1,1,Psychology,0,0,0,1,0,0,0,0,7,2
4,5,5,5,4,5,5,5,3,4,3,4,5,5,4,4,4,5,4,2,4,2,5,4,4,4,GB,4,105,222,3,2,6,7,2,5,5,3,4,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,24,1366,768,1,2,4,1,1,3,Maths,0,0,0,1,0,0,0,0,7,2
5,3,5,5,5,5,3,5,1,5,5,4,3,4,1,4,5,1,5,5,1,1,1,1,4,2,FI,5,134,151,1,6,2,7,3,7,5,6,2,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,2,14,1280,800,1,2,1,2,1,0,,0,0,0,1,0,0,0,0,6,2
4,4,4,4,2,2,5,4,4,4,3,4,4,2,4,4,3,5,2,3,4,2,4,4,2,5,US,292,80,93,6,5,6,6,6,3,6,3,3,2,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,3,1,1,25,1366,768,1,1,4,2,1,2,Biology/Chemistry,0,0,0,1,0,0,0,0,6,2
4,4,4,3,4,3,3,5,3,4,2,3,4,1,3,4,5,3,2,2,2,4,5,4,3,5,GB,4,2023,226,5,6,6,5,3,3,6,2,2,6,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,4,2,2,1,33,768,1024,1,12,2,1,2,2,Human resources,0,0,0,1,0,0,0,0,5,2
4,4,4,3,2,4,3,2,3,4,1,3,5,4,5,4,4,4,1,4,1,2,4,4,1,4,US,124,77,125,6,5,7,2,6,3,7,2,6,5,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,2,1,18,1366,768,1,2,5,2,1,2,Political Science,0,0,0,1,0,0,0,0,6,2
4,3,5,5,5,4,4,4,4,3,3,4,2,4,1,4,5,3,5,4,2,2,5,3,2,4,US,205,64,74,6,7,4,7,3,1,6,1,3,5,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,1,2,1,22,1280,720,1,6,1,1,1,2,computer repair,0,0,0,1,0,0,0,0,7,1
5,5,5,5,5,4,4,5,4,3,4,4,4,5,1,4,4,2,5,2,5,1,5,5,2,2,AT,3,115,97,6,6,2,6,6,1,5,7,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,16,360,640,1,2,3,2,1,2,,0,0,0,1,0,0,0,0,6,2
5,5,4,5,4,4,5,4,4,5,3,5,4,4,5,4,4,4,5,4,3,3,5,4,4,5,IE,376,79,204,3,4,6,4,6,5,5,3,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,21,1366,768,2,2,1,2,1,2,,0,0,0,1,0,0,0,0,7,2
4,4,4,2,4,5,5,5,5,5,1,5,5,5,1,4,5,5,1,5,2,4,2,5,2,5,US,2,294,419,2,5,6,7,2,7,4,2,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,13,1366,768,1,1,4,2,1,0,,0,0,0,1,0,0,0,0,5,2
5,4,3,4,5,4,4,4,4,3,1,4,5,3,2,1,5,1,3,4,2,5,5,5,5,1,GB,3,152,248,6,5,6,4,7,5,6,1,6,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,3,2,1,66,1366,768,1,4,2,1,3,0,,0,0,0,1,0,0,0,0,5,2
4,1,5,5,2,5,5,5,4,5,1,4,2,3,1,5,4,2,1,3,1,1,3,5,1,5,US,6,119,177,3,5,5,6,3,7,7,5,3,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,28,1280,800,1,1,1,2,1,4,Psychology,0,0,0,1,0,0,0,0,3,2
4,5,5,4,5,4,0,3,5,5,4,5,1,2,3,4,2,5,3,3,2,2,4,5,5,5,CA,689,75,106,5,3,5,2,6,5,7,6,3,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,1,1,42,1440,900,1,1,1,1,2,2,Computer Engineering,0,0,0,1,0,0,0,0,6,2
5,4,5,4,4,4,4,2,3,5,4,3,4,3,4,4,3,4,4,2,3,5,5,4,3,4,US,3,91,123,5,6,3,7,5,6,6,5,3,4,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,3,1,1,24,1024,819,1,5,1,2,1,3,Biology,0,0,0,1,0,0,0,0,6,2
5,3,5,5,5,1,4,5,5,3,3,1,4,3,5,5,3,1,1,3,5,5,5,5,1,1,AU,3,57,117,1,4,2,5,5,7,4,5,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,15,768,1024,1,2,4,2,1,3,,0,0,0,1,0,0,0,0,6,2
4,5,3,5,2,3,5,5,3,4,1,4,5,4,1,5,5,4,3,3,5,1,5,4,3,4,CA,4,109,138,3,6,7,7,5,4,5,2,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,46,1366,768,1,1,2,1,3,1,,0,0,0,1,0,0,0,0,6,2
